
[5 rows x 21 columns]
         848854489 function calls (835604717 primitive calls) in 803.907 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 typing.py:889(__getitem_inner__)
       13    0.000    0.000    0.000    0.000 typing.py:898(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:904(__getitem__)
       25    0.000    0.000    0.000    0.000 typing.py:915(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:920(copy_with)
      168    0.000    0.000    0.000    0.000 typing.py:923(__eq__)
   133/94    0.000    0.000    0.000    0.000 typing.py:928(__hash__)
        6    0.000    0.000    0.000    0.000 typing.py:980(__class_getitem__)
       12    0.000    0.000    0.000    0.000 typing.py:988(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:991(<genexpr>)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.001    0.001 tz.py:1552(__call__)
        1    0.000    0.000    0.001    0.001 tz.py:1590(nocache)
        1    0.000    0.000    0.007    0.007 tz.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 updown_bars.py:12(UpDownBars)
        1    0.000    0.000    0.000    0.000 updown_bars.py:3(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 views.py:13(ChartsheetView)
        1    0.000    0.000    0.000    0.000 views.py:134(SheetViewList)
        4    0.000    0.000    0.000    0.000 views.py:143(__init__)
        1    0.000    0.000    0.000    0.000 views.py:17(Pane)
        1    0.000    0.000    0.000    0.000 views.py:20(BookView)
        3    0.000    0.000    0.001    0.000 views.py:3(<module>)
        1    0.000    0.000    0.000    0.000 views.py:37(ChartsheetViewList)
        1    0.000    0.000    0.000    0.000 views.py:37(Selection)
        3    0.000    0.000    0.000    0.000 views.py:41(__init__)
        4    0.000    0.000    0.000    0.000 views.py:43(__init__)
        1    0.000    0.000    0.000    0.000 views.py:54(SheetView)
        1    0.000    0.000    0.000    0.000 views.py:72(CustomWorkbookView)
        4    0.000    0.000    0.000    0.000 views.py:83(__init__)
       64    0.001    0.000    0.002    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       65    0.000    0.000    0.001    0.000 warnings.py:181(_add_filter)
       63    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
       63    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       63    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        3    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:195(get)
        3    0.000    0.000    0.000    0.000 weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        1    0.000    0.000    0.000    0.000 web.py:15(WebPublishObject)
        1    0.000    0.000    0.000    0.000 web.py:3(<module>)
        1    0.000    0.000    0.000    0.000 web.py:42(WebPublishObjectList)
        1    0.000    0.000    0.000    0.000 web.py:63(WebPublishing)
        1    0.000    0.000    0.000    0.000 win.py:125(tzwinbase)
        1    0.000    0.000    0.000    0.000 win.py:194(_get_hasdst)
        1    0.000    0.000    0.001    0.001 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 win.py:202(tzwin)
        1    0.000    0.000    0.001    0.001 win.py:215(__init__)
        1    0.000    0.000    0.000    0.000 win.py:259(tzwinlocal)
        1    0.000    0.000    0.000    0.000 win.py:34(_settzkeyname)
        1    0.000    0.000    0.001    0.001 win.py:347(valuestodict)
        1    0.000    0.000    0.000    0.000 win.py:48(tzres)
        1    0.000    0.000    0.001    0.001 win.py:57(__init__)
        3    0.000    0.000    0.000    0.000 win.py:71(load_name)
        3    0.000    0.000    0.000    0.000 win.py:94(name_from_string)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.001    0.001 wintypes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
    27010    0.014    0.000    0.014    0.000 workbook.py:119(epoch)
        2    0.000    0.000    0.000    0.000 workbook.py:126(epoch)
        2    0.000    0.000    0.000    0.000 workbook.py:130(__init__)
        3    0.000    0.000    0.000    0.000 workbook.py:133(read_only)
        1    0.000    0.000    0.000    0.000 workbook.py:137(data_only)
        5    0.000    0.000    0.000    0.000 workbook.py:141(write_only)
        1    0.000    0.000    0.000    0.000 workbook.py:146(excel_base_date)
        1    0.000    0.000    0.000    0.000 workbook.py:150(active)
        1    0.000    0.000    0.000    0.000 workbook.py:161(active)
        1    0.000    0.000    0.000    0.000 workbook.py:176(to_tree)
        1    0.000    0.000    0.000    0.000 workbook.py:182(active)
        1    0.000    0.000    0.001    0.001 workbook.py:182(create_sheet)
        1    0.000    0.000    0.000    0.000 workbook.py:203(_add_sheet)
        1    0.000    0.000    0.000    0.000 workbook.py:230(remove)
        1    0.000    0.000    0.000    0.000 workbook.py:27(WorkbookParser)
        3    0.000    0.000    0.511    0.170 workbook.py:3(<module>)
        1    0.000    0.000    0.000    0.000 workbook.py:30(FileRecoveryProperties)
        5    0.000    0.000    0.000    0.000 workbook.py:302(worksheets)
        5    0.000    0.000    0.000    0.000 workbook.py:308(<listcomp>)
        1    0.000    0.000    0.002    0.002 workbook.py:31(__init__)
        1    0.000    0.000    0.000    0.000 workbook.py:310(chartsheets)
        1    0.000    0.000    0.000    0.000 workbook.py:316(<listcomp>)
        5    0.000    0.000    0.000    0.000 workbook.py:318(sheetnames)
        5    0.000    0.000    0.000    0.000 workbook.py:327(<listcomp>)
        2    0.000    0.000    0.001    0.000 workbook.py:340(add_named_style)
        1    0.000    0.000    0.000    0.000 workbook.py:380(mime_type)
        1    0.000    0.000    0.000    0.000 workbook.py:39(rels)
        1    0.000    0.000  119.234  119.234 workbook.py:394(save)
        2    0.000    0.000    0.000    0.000 workbook.py:438(close)
        1    0.000    0.000    0.001    0.001 workbook.py:46(parse)
        1    0.000    0.000    0.000    0.000 workbook.py:50(Workbook)
        1    0.000    0.000    0.000    0.000 workbook.py:51(ChildSheet)
        2    0.000    0.000    0.005    0.002 workbook.py:58(__init__)
        2    0.000    0.000    0.000    0.000 workbook.py:66(__init__)
        2    0.000    0.000    0.000    0.000 workbook.py:77(find_sheets)
        1    0.000    0.000    0.000    0.000 workbook.py:78(PivotCache)
        2    0.000    0.000    0.003    0.001 workbook.py:90(_setup_styles)
        1    0.000    0.000    0.000    0.000 workbook.py:93(WorkbookPackage)
        1    0.000    0.000    0.000    0.000 workbook.py:93(assign_names)
        3    0.000    0.000    0.001    0.000 worksheet.py:100(_setup)
  3565187    2.056    0.000   21.409    0.000 worksheet.py:216(cell)
  3565187    5.880    0.000   19.353    0.000 worksheet.py:247(_get_cell)
  3565187    3.572    0.000    5.190    0.000 worksheet.py:261(_add_cell)
        1    0.000    0.000    0.153    0.153 worksheet.py:3(<module>)
        1    1.205    1.205    1.928    1.928 worksheet.py:378(calculate_dimension)
        1    0.000    0.000    0.000    0.000 worksheet.py:405(iter_rows)
        1    0.000    0.000    0.000    0.000 worksheet.py:453(rows)
        1    0.000    0.000    0.000    0.000 worksheet.py:577(tables)
        1    0.000    0.000    0.000    0.000 worksheet.py:59(Worksheet)
        1    0.000    0.000    0.000    0.000 worksheet.py:828(print_title_rows)
        2    0.000    0.000    0.000    0.000 worksheet.py:847(print_title_cols)
        1    0.000    0.000    0.000    0.000 worksheet.py:866(print_titles)
        1    0.000    0.000    0.000    0.000 worksheet.py:874(print_area)
        3    0.000    0.000    0.002    0.001 worksheet.py:96(__init__)
        1    0.000    0.000    0.000    0.000 xdr.py:10(XDRPoint2D)
        1    0.000    0.000    0.000    0.000 xdr.py:17(XDRPositiveSize2D)
        1    0.000    0.000    0.000    0.000 xdr.py:24(XDRTransform2D)
        1    0.000    0.000    0.000    0.000 xdr.py:3(<module>)
        1    0.000    0.000    0.001    0.001 xml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xml.py:196(_EtreeFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:37(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 xml.py:371(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 xmlfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xmlfile.py:102(__exit__)
        1    0.000    0.000    0.000    0.000 xmlfile.py:12(LxmlSyntaxError)
        1    0.000    0.000    0.000    0.000 xmlfile.py:16(_FakeIncrementalFileWriter)
        1    0.000    0.000    0.000    0.000 xmlfile.py:19(__init__)
    54022    0.157    0.000   70.502    0.001 xmlfile.py:25(element)
  3565192    6.550    0.000    7.836    0.000 xmlfile.py:53(write)
        1    0.000    0.000   70.327   70.327 xmlfile.py:76(_write_element)
        1    0.000    0.000    0.000    0.000 xmlfile.py:89(xmlfile)
        1    0.000    0.000    0.000    0.000 xmlfile.py:91(__init__)
        1    0.000    0.000    0.000    0.000 xmlfile.py:99(__enter__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
      701    0.003    0.000    0.028    0.000 zipfile.py:1015(_read2)
        9    0.000    0.000    0.000    0.000 zipfile.py:1031(close)
        1    0.000    0.000    0.000    0.000 zipfile.py:1102(_ZipWriteFile)
        9    0.000    0.000    0.000    0.000 zipfile.py:1103(__init__)
    17085    0.004    0.000    0.004    0.000 zipfile.py:1113(_fileobj)
    17040    0.041    0.000    3.282    0.000 zipfile.py:1120(write)
        9    0.000    0.000    0.001    0.000 zipfile.py:1132(close)
        1    0.000    0.000    0.000    0.000 zipfile.py:1180(ZipFile)
        3    0.000    0.000    0.001    0.000 zipfile.py:1206(__init__)
        2    0.000    0.000    0.001    0.001 zipfile.py:1316(_RealGetContents)
        3    0.000    0.000    0.000    0.000 zipfile.py:1394(namelist)
        3    0.000    0.000    0.000    0.000 zipfile.py:1396(<listcomp>)
        9    0.000    0.000    0.000    0.000 zipfile.py:1425(getinfo)
        6    0.000    0.000    0.001    0.000 zipfile.py:1461(read)
       18    0.000    0.000    0.001    0.000 zipfile.py:1466(open)
      715    0.000    0.000    0.000    0.000 zipfile.py:1515(<lambda>)
        9    0.000    0.000    0.000    0.000 zipfile.py:1564(_open_to_write)
        9    0.000    0.000    0.000    0.000 zipfile.py:1692(_writecheck)
        1    0.000    0.000    3.427    3.427 zipfile.py:1715(write)
        8    0.000    0.000    0.002    0.000 zipfile.py:1764(writestr)
        3    0.000    0.000    0.000    0.000 zipfile.py:1805(__del__)
        6    0.000    0.000    0.000    0.000 zipfile.py:1809(close)
        1    0.000    0.000    0.000    0.000 zipfile.py:1831(_write_end_record)
       12    0.000    0.000    0.000    0.000 zipfile.py:1925(_fpclose)
        1    0.000    0.000    0.000    0.000 zipfile.py:1932(PyZipFile)
        2    0.000    0.000    0.000    0.000 zipfile.py:213(_EndRecData64)
        1    0.000    0.000    0.000    0.000 zipfile.py:2159(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2209(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2227(Path)
        2    0.000    0.000    0.000    0.000 zipfile.py:256(_EndRecData)
        1    0.000    0.000    0.000    0.000 zipfile.py:317(ZipInfo)
       29    0.000    0.000    0.000    0.000 zipfile.py:343(__init__)
       18    0.000    0.000    0.000    0.000 zipfile.py:408(FileHeader)
        1    0.000    0.000    0.000    0.000 zipfile.py:42(BadZipFile)
       27    0.000    0.000    0.000    0.000 zipfile.py:454(_encodeFilenameFlags)
        1    0.000    0.000    0.000    0.000 zipfile.py:46(LargeZipFile)
       20    0.000    0.000    0.000    0.000 zipfile.py:460(_decodeExtra)
        1    0.000    0.000    0.000    0.000 zipfile.py:489(from_file)
        2    0.000    0.000    0.000    0.000 zipfile.py:527(is_dir)
        1    0.000    0.000    0.000    0.000 zipfile.py:591(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:614(LZMADecompressor)
       21    0.000    0.000    0.000    0.000 zipfile.py:662(_check_compression)
        9    0.000    0.000    0.000    0.000 zipfile.py:681(_get_compressor)
        9    0.000    0.000    0.000    0.000 zipfile.py:697(_get_decompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_SharedFile)
        9    0.000    0.000    0.000    0.000 zipfile.py:716(__init__)
      715    0.005    0.000    0.024    0.000 zipfile.py:735(read)
        9    0.000    0.000    0.000    0.000 zipfile.py:746(close)
        1    0.000    0.000    0.000    0.000 zipfile.py:753(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:773(ZipExtFile)
        9    0.000    0.000    0.000    0.000 zipfile.py:787(__init__)
     1124    0.009    0.000    0.145    0.000 zipfile.py:897(read)
     1122    0.001    0.000    0.025    0.000 zipfile.py:932(_update_crc)
     1122    0.013    0.000    0.135    0.000 zipfile.py:979(_read1)
  1901485    0.977    0.000    0.977    0.000 {built-in method __new__ of type object at 0x00007FFAD5F9CC60}
       87    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
   719147    0.771    0.000    0.771    0.000 {built-in method _abc._abc_instancecheck}
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
   120/49    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       30    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        4    0.001    0.000    0.001    0.000 {built-in method _ctypes.LoadLibrary}
       36    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
  3731957    2.013    0.000    2.013    0.000 {built-in method _elementtree.SubElement}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        3    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      565    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     4719    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       20    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
    65/64    0.057    0.001    0.060    0.001 {built-in method _imp.create_dynamic}
       20    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    65/37    0.021    0.000    0.096    0.003 {built-in method _imp.exec_dynamic}
      100    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      653    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     4719    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
       50    0.001    0.000    0.001    0.000 {built-in method _operator.and_}
110442/110412    4.180    0.000    4.186    0.000 {built-in method _operator.eq}
        1    0.000    0.000    0.000    0.000 {built-in method _operator.ge}
    17986    0.005    0.000    0.005    0.000 {built-in method _operator.index}
       30    0.002    0.000    0.002    0.000 {built-in method _operator.mul}
       72    0.001    0.000    0.001    0.000 {built-in method _operator.or_}
        1    0.000    0.000    0.000    0.000 {built-in method _operator.sub}
        2    0.000    0.000    0.000    0.000 {built-in method _operator.truediv}
     2685    0.003    0.000    0.003    0.000 {built-in method _simple_new}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       86    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      183    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      144    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      136    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      146    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1359    0.004    0.000    0.004    0.000 {built-in method _thread.allocate_lock}
     2762    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
      191    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       60    0.001    0.000    0.001    0.000 {built-in method _warnings.warn}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.CreatePipe}
        1    0.003    0.003    0.003    0.003 {built-in method _winapi.CreateProcess}
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        1    0.001    0.001    0.001    0.001 {built-in method _winapi.WaitForSingleObject}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1310/1300    0.017    0.000    0.101    0.000 {built-in method builtins.__build_class__}
   403/43    0.001    0.000    0.442    0.010 {built-in method builtins.__import__}
      388    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
2570747/2567940    2.319    0.000    9.714    0.000 {built-in method builtins.all}
298628/298622    0.435    0.000    3.124    0.000 {built-in method builtins.any}
  2571193    0.577    0.000    0.577    0.000 {built-in method builtins.callable}
    54555    0.005    0.000    0.005    0.000 {built-in method builtins.chr}
      373    0.017    0.000    0.017    0.000 {built-in method builtins.compile}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
    81174    0.015    0.000    0.015    0.000 {built-in method builtins.divmod}
       16    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
    889/1    0.003    0.000  803.911  803.911 {built-in method builtins.exec}
44562576/44556964    9.066    0.000    9.531    0.000 {built-in method builtins.getattr}
      372    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
  5325273    2.164    0.000    2.719    0.000 {built-in method builtins.hasattr}
4617822/4399568    1.534    0.000    2.179    0.000 {built-in method builtins.hash}
      373    0.000    0.000    0.000    0.000 {built-in method builtins.id}
160119557/160119551   40.038    0.000   57.729    0.000 {built-in method builtins.isinstance}
 10798277    2.381    0.000    2.381    0.000 {built-in method builtins.issubclass}
   257459    0.071    0.000    0.071    0.000 {built-in method builtins.iter}
26843637/21816372    7.637    0.000   10.326    0.000 {built-in method builtins.len}
  3996795    1.578    0.000    1.609    0.000 {built-in method builtins.max}
     2829    0.006    0.000    0.019    0.000 {built-in method builtins.min}
424085/424082    0.877    0.000   71.421    0.000 {built-in method builtins.next}
     1127    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.001    0.000    0.052    0.026 {built-in method builtins.print}
       59    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
    27023    0.017    0.000    0.017    0.000 {built-in method builtins.round}
250901/169484    0.153    0.000    3.851    0.000 {built-in method builtins.setattr}
   106352    4.758    0.000    4.771    0.000 {built-in method builtins.sorted}
   205081    0.141    0.000    0.193    0.000 {built-in method builtins.sum}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
     1696    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      210    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      565    0.063    0.000    0.063    0.000 {built-in method io.open_code}
        8    0.041    0.005    0.041    0.005 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      565    0.055    0.000    0.055    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
  3398932    0.443    0.000    0.443    0.000 {built-in method math.isinf}
  3425940    0.500    0.000    0.500    0.000 {built-in method math.isnan}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.000    0.000 {built-in method msvcrt.get_osfhandle}
        1    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
        1    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
        5    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
      138    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        2    0.000    0.000    0.000    0.000 {built-in method nt.close}
     1842    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        3    0.000    0.000    0.000    0.000 {built-in method nt.get_terminal_size}
       81    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        2    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
       73    0.009    0.000    0.009    0.000 {built-in method nt.listdir}
        3    0.000    0.000    0.000    0.000 {built-in method nt.open}
        2    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
        1    0.016    0.016    0.016    0.016 {built-in method nt.remove}
        1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
     2468    0.136    0.000    0.136    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.000    0.000 {built-in method nt.unlink}
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
   330785    0.862    0.000    0.862    0.000 {built-in method numpy.arange}
     3699    0.004    0.000    0.005    0.000 {built-in method numpy.array}
   445926    1.019    0.000    1.019    0.000 {built-in method numpy.asanyarray}
6805651/6589767    7.008    0.000    7.743    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      309    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
1226303/1134534    3.379    0.000   10.049    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    18017    0.009    0.000    0.009    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
     5012    0.001    0.000    0.001    0.000 {built-in method numpy.datetime_data}
  2422281    2.901    0.000    2.901    0.000 {built-in method numpy.empty}
   507026    0.226    0.000    0.226    0.000 {built-in method numpy.geterrobj}
   253513    0.317    0.000    0.317    0.000 {built-in method numpy.seterrobj}
    16002    0.039    0.000    0.039    0.000 {built-in method numpy.zeros}
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.internals.slice_len}
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
        5    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
  4059269    1.185    0.000    1.185    0.000 {built-in method pandas._libs.missing.checknull}
       17    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.005    0.005    0.005    0.005 {built-in method pandas._libs.tslib.array_to_datetime}
      416    0.008    0.000    0.021    0.000 {built-in method pandas._libs.tslibs.offsets.to_offset}
      327    0.000    0.000    0.000    0.000 {built-in method pandas._libs.tslibs.timezones.maybe_get_tz}
       44    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        9    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
       88    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
       86    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       10    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        8    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        2    0.000    0.000    0.000    0.000 {built-in method utcnow}
        2    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
     6130    0.039    0.000    0.039    0.000 {built-in method winreg.EnumKey}
        7    0.000    0.000    0.000    0.000 {built-in method winreg.EnumValue}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
     6132    0.155    0.000    0.155    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryInfoKey}
