
[5 rows x 21 columns]
         848854489 function calls (835604717 primitive calls) in 803.907 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 cache.py:691(FieldGroup)
        1    0.000    0.000    0.000    0.000 cache.py:717(SharedItems)
        1    0.000    0.000    0.000    0.000 cache.py:786(CacheField)
        1    0.000    0.000    0.000    0.000 cache.py:79(PivotDimension)
        1    0.000    0.000    0.000    0.000 cache.py:848(RangeSet)
        1    0.000    0.000    0.000    0.000 cache.py:878(PageItem)
        1    0.000    0.000    0.000    0.000 cache.py:890(Page)
        1    0.000    0.000    0.000    0.000 cache.py:911(Consolidation)
        1    0.000    0.000    0.000    0.000 cache.py:931(WorksheetSource)
        1    0.000    0.000    0.000    0.000 cache.py:949(CacheSource)
        1    0.000    0.000    0.000    0.000 cache.py:975(CacheDefinition)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cast.py:1025(astype_td64_unit_conversion)
       25    0.000    0.000    0.001    0.000 cast.py:111(maybe_convert_platform)
    50206    0.148    0.000    0.734    0.000 cast.py:1219(astype_array)
    50206    0.239    0.000    1.369    0.000 cast.py:1266(astype_array_safe)
       30    0.000    0.000    0.010    0.000 cast.py:1483(maybe_infer_to_datetimelike)
        1    0.000    0.000    0.007    0.007 cast.py:1516(try_datetime)
   129288    0.131    0.000    0.135    0.000 cast.py:1727(sanitize_to_nanoseconds)
       39    0.000    0.000    0.002    0.000 cast.py:1790(find_common_type)
       68    0.000    0.000    0.000    0.000 cast.py:1814(<genexpr>)
       87    0.000    0.000    0.000    0.000 cast.py:1820(<genexpr>)
       58    0.000    0.000    0.000    0.000 cast.py:1829(<genexpr>)
       58    0.000    0.000    0.000    0.000 cast.py:1831(<genexpr>)
       87    0.000    0.000    0.000    0.000 cast.py:1836(<genexpr>)
      322    0.002    0.000    0.003    0.000 cast.py:1969(construct_1d_object_array_from_listlike)
        3    0.000    0.000    0.000    0.000 cast.py:1994(maybe_cast_to_integer_array)
    55215    0.065    0.000    0.251    0.000 cast.py:2097(convert_scalar_for_putitemlike)
    55215    0.138    0.000    0.186    0.000 cast.py:2119(validate_numeric_casting)
   261638    1.028    0.000    1.665    0.000 cast.py:2156(can_hold_element)
      220    0.000    0.000    0.000    0.000 cast.py:450(ensure_dtype_can_hold_na)
   960548    1.468    0.000    1.472    0.000 cast.py:464(maybe_promote)
      108    0.000    0.000    0.002    0.000 cast.py:503(_maybe_promote_cached)
      224    0.001    0.000    0.004    0.000 cast.py:511(_maybe_promote)
        2    0.000    0.000    0.000    0.000 cast.py:645(_ensure_dtype_type)
       29    0.000    0.000    0.001    0.000 cast.py:672(infer_dtype_from)
       29    0.000    0.000    0.001    0.000 cast.py:796(infer_dtype_from_array)
   261495    0.234    0.000    0.445    0.000 cast.py:852(maybe_infer_dtype_type)
    17866    0.027    0.000    0.087    0.000 cast.py:886(maybe_upcast)
      442    0.001    0.000    0.003    0.000 cast.py:933(coerce_indexer_dtype)
        2    0.000    0.000    0.024    0.012 categorical.py:1(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:124(_cat_compare_op)
       66    0.000    0.000    0.000    0.000 categorical.py:1849(_codes)
        1    0.000    0.000    0.000    0.000 categorical.py:2473(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 categorical.py:248(Categorical)
       60    0.001    0.000    0.062    0.001 categorical.py:2722(factorize_from_iterable)
       60    0.000    0.000    0.063    0.001 categorical.py:2761(factorize_from_iterables)
      120    0.000    0.000    0.062    0.001 categorical.py:2782(<genexpr>)
       63    0.001    0.000    0.063    0.001 categorical.py:361(__init__)
       63    0.000    0.000    0.000    0.000 categorical.py:470(dtype)
       63    0.000    0.000    0.000    0.000 categorical.py:700(categories)
       66    0.000    0.000    0.000    0.000 categorical.py:750(codes)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:56(CategoricalIndex)
  3565187    7.286    0.000    8.283    0.000 cell.py:105(__init__)
  3565195    0.661    0.000    0.661    0.000 cell.py:105(get_column_letter)
        2    0.000    0.000    0.000    0.000 cell.py:115(column_index_from_string)
  3565187    2.535    0.000    3.196    0.000 cell.py:120(coordinate)
        1    0.000    0.000    0.000    0.000 cell.py:126(range_boundaries)
  3565187    0.633    0.000    0.633    0.000 cell.py:127(col_idx)
   166772    0.201    0.000    0.386    0.000 cell.py:150(check_string)
  3565187    2.247    0.000    3.064    0.000 cell.py:173(_bind_value)
   567189    0.819    0.000    0.909    0.000 cell.py:193(coordinate_to_tuple)
  3565187    1.493    0.000    4.556    0.000 cell.py:212(value)
  3565187    0.566    0.000    0.566    0.000 cell.py:222(hyperlink)
        1    0.000    0.000    0.000    0.000 cell.py:297(MergedCell)
        2    0.009    0.005    0.118    0.059 cell.py:3(<module>)
        1    0.000    0.000    0.000    0.000 cell.py:64(get_type)
    18278    0.036    0.000    0.057    0.000 cell.py:74(_get_column_letter)
    27008    0.013    0.000    0.017    0.000 cell.py:77(get_time_format)
        1    0.000    0.000    0.000    0.000 cell.py:89(Cell)
        1    0.000    0.000    0.000    0.000 cell_range.py:17(CellRange)
        1    0.000    0.000    0.000    0.000 cell_range.py:3(<module>)
        1    0.000    0.000    0.000    0.000 cell_range.py:420(MultiCellRange)
        3    0.000    0.000    0.000    0.000 cell_range.py:426(__init__)
        1    0.000    0.000    0.000    0.000 cell_range.py:481(__bool__)
        2    0.000    0.000    0.000    0.000 cell_style.py:126(to_array)
        5    0.000    0.000    0.000    0.000 cell_style.py:139(from_array)
        5    0.000    0.000    0.000    0.000 cell_style.py:149(applyProtection)
        5    0.000    0.000    0.000    0.000 cell_style.py:154(applyAlignment)
        1    0.000    0.000    0.000    0.000 cell_style.py:159(CellStyleList)
        5    0.000    0.000    0.000    0.000 cell_style.py:172(__init__)
        2    0.000    0.000    0.000    0.000 cell_style.py:179(count)
       42    0.000    0.000    0.000    0.000 cell_style.py:184(__getitem__)
        2    0.000    0.000    0.000    0.000 cell_style.py:188(_to_array)
        1    0.000    0.000    0.000    0.000 cell_style.py:21(ArrayDescriptor)
        9    0.000    0.000    0.000    0.000 cell_style.py:23(__init__)
    27099    0.008    0.000    0.008    0.000 cell_style.py:26(__get__)
   162758    0.065    0.000    0.065    0.000 cell_style.py:29(__set__)
        1    0.000    0.000    0.000    0.000 cell_style.py:3(<module>)
        1    0.000    0.000    0.000    0.000 cell_style.py:33(StyleArray)
    81253    0.046    0.000    0.130    0.000 cell_style.py:52(__new__)
   162315    0.105    0.000    0.148    0.000 cell_style.py:56(__hash__)
        1    0.000    0.000    0.000    0.000 cell_style.py:68(CellStyle)
       49    0.000    0.000    0.002    0.000 cell_style.py:93(__init__)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:12(DeepChainMap)
        1    0.000    0.000    0.005    0.005 chartsheet.py:3(<module>)
        1    0.000    0.000    0.000    0.000 chartsheet.py:30(Chartsheet)
        1    0.000    0.000    0.003    0.003 chartspace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chartspace.py:121(ExternalData)
        1    0.000    0.000    0.000    0.000 chartspace.py:136(ChartSpace)
        1    0.000    0.000    0.000    0.000 chartspace.py:42(ChartContainer)
        1    0.000    0.000    0.000    0.000 chartspace.py:95(Protection)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1993(Chebyshev)
        1    0.000    0.000    0.001    0.001 check.py:1(<module>)
        4    0.000    0.000    0.000    0.000 child.py:15(avoid_duplicate_name)
        3    0.000    0.000    0.000    0.000 child.py:164(path)
        4    0.000    0.000    0.000    0.000 child.py:22(<listcomp>)
        1    0.000    0.000    0.002    0.002 child.py:3(<module>)
        1    0.000    0.000    0.000    0.000 child.py:37(_WorkbookChild)
        3    0.000    0.000    0.001    0.000 child.py:45(__init__)
   297616    0.072    0.000    0.072    0.000 child.py:55(parent)
       10    0.000    0.000    0.000    0.000 child.py:65(title)
        4    0.000    0.000    0.000    0.000 child.py:70(title)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codecs.py:1063(make_identity_dict)
        1    0.000    0.000    0.000    0.000 codecs.py:1071(<dictcomp>)
        9    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
       10    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
 32776728    3.408    0.000    3.408    0.000 codecs.py:276(reset)
        7    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
      505    0.000    0.000    0.000    0.000 codecs.py:327(reset)
        2    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
      226    0.000    0.000    0.000    0.000 colors.py:105(__iter__)
        1    0.000    0.000    0.000    0.000 colors.py:127(ColorDescriptor)
      567    0.000    0.000    0.001    0.000 colors.py:131(__set__)
        1    0.000    0.000    0.000    0.000 colors.py:137(RgbColor)
       64    0.000    0.000    0.000    0.000 colors.py:143(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:149(ColorList)
        1    0.000    0.000    0.000    0.000 colors.py:158(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:192(HSLColor)
        1    0.000    0.000    0.000    0.000 colors.py:213(RGBPercent)
        1    0.000    0.000    0.000    0.000 colors.py:233(SchemeColor)
        2    0.000    0.000    0.001    0.001 colors.py:3(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:337(ColorChoice)
        1    0.000    0.000    0.000    0.000 colors.py:372(ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:420(ColorChoiceDescriptor)
        1    0.000    0.000    0.000    0.000 colors.py:49(RGB)
      145    0.000    0.000    0.001    0.000 colors.py:57(__set__)
        1    0.000    0.000    0.000    0.000 colors.py:67(Color)
        1    0.000    0.000    0.000    0.000 colors.py:71(Transform)
        1    0.000    0.000    0.000    0.000 colors.py:76(SystemColor)
      227    0.000    0.000    0.003    0.000 colors.py:80(__init__)
      113    0.000    0.000    0.000    0.000 colors.py:97(value)
        1    0.000    0.000    0.000    0.000 comment_sheet.py:145(CommentSheet)
        1    0.000    0.000    0.000    0.000 comment_sheet.py:27(Properties)
        1    0.000    0.000    0.002    0.002 comment_sheet.py:4(<module>)
        1    0.000    0.000    0.000    0.000 comment_sheet.py:84(CommentRecord)
        1    0.000    0.000    0.000    0.000 comments.py:4(<module>)
        1    0.000    0.000    0.000    0.000 comments.py:4(Comment)
        6    0.000    0.000    0.011    0.002 common.py:1(<module>)
   519598    1.676    0.000    6.231    0.000 common.py:100(is_bool_indexer)
   110505    0.244    0.000    0.295    0.000 common.py:1035(is_numeric_v_string_like)
    56595    0.110    0.000    2.594    0.000 common.py:1084(is_datetimelike_v_numeric)
      174    0.000    0.000    0.002    0.000 common.py:1130(is_numeric)
  1511188    1.993    0.000    4.739    0.000 common.py:1141(needs_i8_conversion)
      170    0.000    0.000    0.000    0.000 common.py:116(ensure_python_int)
        1    0.000    0.000    0.000    0.000 common.py:118(__enter__)
    50387    0.092    0.000    0.248    0.000 common.py:1188(is_numeric_dtype)
        1    0.000    0.000    0.000    0.000 common.py:121(__exit__)
  1063051    1.646    0.000    4.407    0.000 common.py:1230(is_float_dtype)
        3    0.000    0.000    0.000    0.000 common.py:125(is_url)
   512853    1.178    0.000    3.387    0.000 common.py:1264(is_bool_dtype)
      282    0.001    0.000    0.003    0.000 common.py:1393(is_1d_only_ea_obj)
   927553    0.404    0.000    0.591    0.000 common.py:1409(is_1d_only_ea_dtype)
  1964454    2.032    0.000    3.475    0.000 common.py:1420(is_extension_array_dtype)
        7    0.000    0.000    0.000    0.000 common.py:143(_expand_user)
  4076079    1.531    0.000    1.531    0.000 common.py:144(classes)
  4076079    1.606    0.000    2.498    0.000 common.py:146(<lambda>)
  1436868    1.331    0.000    2.066    0.000 common.py:1474(is_ea_or_datetimelike_dtype)
    56693    0.099    0.000    0.197    0.000 common.py:1487(is_complex_dtype)
  2000229    0.551    0.000    0.551    0.000 common.py:149(classes_and_not_datetimelike)
   403725    0.440    0.000    3.923    0.000 common.py:1519(_is_dtype)
  2000229    1.180    0.000    1.664    0.000 common.py:154(<lambda>)
  4291030    2.131    0.000    3.341    0.000 common.py:1543(get_dtype)
  1891698    1.115    0.000    1.543    0.000 common.py:155(cast_scalar_indexer)
  6076308    6.058    0.000   12.812    0.000 common.py:1578(_is_dtype_type)
  2843144    3.412    0.000   10.364    0.000 common.py:160(is_object_dtype)
        2    0.000    0.000    0.000    0.000 common.py:162(validate_header_arg)
       52    0.000    0.000    0.000    0.000 common.py:17(unpack_zerodim_and_defer)
        5    0.000    0.000    0.000    0.000 common.py:171(stringify_path)
  2146446    2.186    0.000    7.903    0.000 common.py:1718(validate_all_hashable)
  4292952    2.018    0.000    3.811    0.000 common.py:1737(<genexpr>)
   734039    0.810    0.000    1.412    0.000 common.py:1744(pandas_dtype)
      156    0.000    0.000    0.000    0.000 common.py:182(not_none)
    94710    0.014    0.000    0.014    0.000 common.py:186(<genexpr>)
   404743    1.253    0.000    2.048    0.000 common.py:190(is_sparse)
       85    0.000    0.000    0.000    0.000 common.py:196(all_none)
      170    0.000    0.000    0.000    0.000 common.py:200(<genexpr>)
    50186    0.063    0.000    0.211    0.000 common.py:203(any_not_none)
   200744    0.060    0.000    0.060    0.000 common.py:207(<genexpr>)
        3    0.000    0.000    0.000    0.000 common.py:215(is_fsspec_url)
    55216    0.077    0.000    0.216    0.000 common.py:217(count_not_none)
   165702    0.051    0.000    0.051    0.000 common.py:221(<genexpr>)
  1021195    3.025    0.000    7.992    0.000 common.py:224(asarray_tuplesafe)
        3    0.000    0.000    0.000    0.000 common.py:227(_get_filepath_or_buffer)
    55223    0.108    0.000    0.690    0.000 common.py:254(index_labels_to_array)
      118    0.000    0.000    0.001    0.000 common.py:287(maybe_iterable_to_list)
   316809    0.156    0.000    0.222    0.000 common.py:297(is_null_slice)
       52    0.000    0.000    0.000    0.000 common.py:30(wrapper)
      687    0.001    0.000    0.001    0.000 common.py:314(is_datetime64_dtype)
   206280    0.093    0.000    0.131    0.000 common.py:317(is_full_slice)
       98    0.000    0.000    0.000    0.000 common.py:329(get_callable_name)
  1959986    1.024    0.000    1.450    0.000 common.py:346(apply_if_callable)
   163622    0.231    0.000    0.997    0.000 common.py:347(is_datetime64tz_dtype)
       52    0.000    0.000    0.000    0.000 common.py:36(_unpack_zerodim_and_defer)
     2894    0.002    0.000    0.003    0.000 common.py:388(is_timedelta64_dtype)
   231102    0.340    0.000    1.860    0.000 common.py:422(is_period_dtype)
        3    0.000    0.000    0.000    0.000 common.py:428(get_compression_method)
   822631    1.261    0.000    6.904    0.000 common.py:458(is_interval_dtype)
        3    0.000    0.000    0.000    0.000 common.py:463(infer_compression)
        2    0.000    0.000    0.000    0.000 common.py:493(convert_to_list_like)
  2960619    2.734    0.000   13.951    0.000 common.py:496(is_categorical_dtype)
        3    0.000    0.000    0.041    0.014 common.py:522(get_handle)
   129177    0.129    0.000    0.449    0.000 common.py:526(require_length_match)
   403725    0.672    0.000    4.595    0.000 common.py:532(is_string_dtype)
   110632    0.361    0.000   30.974    0.000 common.py:54(new_method)
   403704    0.328    0.000    3.162    0.000 common.py:561(condition)
   110365    0.165    0.000    2.834    0.000 common.py:564(is_excluded_dtype)
   441460    0.254    0.000    2.464    0.000 common.py:569(<genexpr>)
        1    0.000    0.000    0.000    0.000 common.py:57(SettingWithCopyError)
       29    0.000    0.000    0.000    0.000 common.py:570(get_cython_func)
  1687223    2.794    0.000    5.951    0.000 common.py:574(is_dtype_equal)
       10    0.000    0.000    0.000    0.000 common.py:577(is_builtin_func)
        1    0.000    0.000    0.000    0.000 common.py:59(IOArgs)
        1    0.000    0.000    0.000    0.000 common.py:61(SettingWithCopyWarning)
   463918    0.601    0.000    1.910    0.000 common.py:673(is_integer_dtype)
   768085    0.826    0.000    2.480    0.000 common.py:725(is_signed_integer_dtype)
   110662    0.161    0.000    0.411    0.000 common.py:74(get_op_result_name)
        1    0.000    0.000    0.000    0.000 common.py:759(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 common.py:77(IOHandles)
   717839    0.881    0.000    2.310    0.000 common.py:779(is_unsigned_integer_dtype)
        1    0.000    0.000    0.000    0.000 common.py:816(_MMapWrapper)
        3    0.000    0.000    0.000    0.000 common.py:883(_maybe_memory_map)
      125    0.028    0.000    0.048    0.000 common.py:89(consensus_name_attr)
       27    0.000    0.000    0.000    0.000 common.py:918(is_datetime64_ns_dtype)
        3    0.000    0.000    0.000    0.000 common.py:942(_is_binary_mode)
      125    0.000    0.000    0.000    0.000 common.py:96(_maybe_match_name)
        4    0.000    0.000    0.000    0.000 common.py:98(close)
   113190    0.153    0.000    0.688    0.000 common.py:996(is_datetime_or_timedelta_dtype)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.596    0.596 computing.py:1(<module>)
        1    0.002    0.002  236.141  236.141 computing.py:106(compute_last_fgratings_on_distances)
        1    0.000    0.000  320.713  320.713 computing.py:115(compute_last_fgratings_with_conditions)
        1    0.000    0.000    0.846    0.846 computing.py:120(compute_last_fgratings_without_conditions)
        1    0.001    0.001   65.765   65.765 computing.py:125(compute_last_final_positions_on_tracks)
       13    0.002    0.000    0.057    0.004 computing.py:13(compute_last_final_position)
        1    0.002    0.002  188.877  188.877 computing.py:137(compute_last_final_positions_on_distances)
        1    0.000    0.000  254.641  254.641 computing.py:149(compute_last_final_positions_with_conditions)
        1    0.000    0.000    0.942    0.942 computing.py:154(compute_last_final_positions_without_conditions)
        7    0.001    0.000    4.997    0.714 computing.py:159(compute_average_fgratings_without_conditions)
        7    0.001    0.000    4.749    0.678 computing.py:164(compute_average_positions_without_conditions)
        7    0.001    0.000    9.451    1.350 computing.py:169(compute_max_fg_ratings_without_conditions)
        9    0.004    0.000    1.069    0.119 computing.py:174(compute_trainer_win_percent_without_conditions)
        2    0.000    0.000    0.006    0.003 computing.py:20(compute_average_fgrating_in_last_starts)
        2    0.000    0.000    0.009    0.004 computing.py:24(compute_average_position_in_last_starts)
        7    0.004    0.001    0.516    0.074 computing.py:28(compute_average_fg_rating)
        7    0.004    0.001    0.619    0.088 computing.py:36(compute_average_position)
        7    0.007    0.001    4.883    0.698 computing.py:45(compute_max_fg_rating)
     2297    0.009    0.000    0.633    0.000 computing.py:47(<lambda>)
     8678    0.046    0.000    3.055    0.000 computing.py:49(<lambda>)
        9    0.049    0.005    0.766    0.085 computing.py:52(compute_trainer_win_percent_in_last_days)
       13    0.002    0.000    0.060    0.005 computing.py:6(compute_last_fgrating)
       20    0.054    0.003    1.085    0.054 computing.py:62(compute_jockey_win_percent_in_last_days)
       17    0.047    0.003    1.781    0.105 computing.py:72(compute_jockey_average_final_position_in_last_days)
      109    0.000    0.000    0.021    0.000 computing.py:75(<lambda>)
     1620    0.004    0.000    0.369    0.000 computing.py:78(<lambda>)
       12    0.035    0.003    1.166    0.097 computing.py:81(compute_jockey_mean_path_in_last_days)
      109    0.000    0.000    0.032    0.000 computing.py:84(<lambda>)
      773    0.002    0.000    0.178    0.000 computing.py:87(<lambda>)
        1    0.020    0.020    0.312    0.312 computing.py:90(compute_horse_win_percentage)
        1    0.001    0.001   84.572   84.572 computing.py:96(compute_last_fgratings_on_tracks)
        3    0.000    0.000    0.021    0.007 concat.py:1(<module>)
      251    0.048    0.000    0.100    0.000 concat.py:110(<listcomp>)
      251    0.017    0.000    0.017    0.000 concat.py:115(<setcomp>)
      502    0.000    0.000    0.000    0.000 concat.py:116(<genexpr>)
      251    0.012    0.000    0.013    0.000 concat.py:119(<setcomp>)
   189297    0.054    0.000    0.076    0.000 concat.py:120(<genexpr>)
        1    0.000    0.000    0.002    0.002 concat.py:171(concatenate_managers)
        1    0.000    0.000    0.000    0.000 concat.py:192(<listcomp>)
        2    0.000    0.000    0.000    0.000 concat.py:239(_get_mgr_concatenation_plan)
        1    0.000    0.000    0.000    0.000 concat.py:310(_Concatenator)
      186    0.100    0.001    0.839    0.005 concat.py:315(__init__)
        1    0.000    0.000    0.000    0.000 concat.py:327(JoinUnit)
       12    0.000    0.000    0.000    0.000 concat.py:328(__init__)
       28    0.000    0.000    0.063    0.002 concat.py:329(_concat_datetime)
       10    0.000    0.000    0.000    0.000 concat.py:339(needs_filling)
       28    0.001    0.000    0.003    0.000 concat.py:343(<listcomp>)
       28    0.001    0.000    0.001    0.000 concat.py:345(<setcomp>)
       30    0.000    0.000    0.000    0.000 concat.py:346(<listcomp>)
       10    0.000    0.000    0.000    0.000 concat.py:348(dtype)
        5    0.000    0.000    0.000    0.000 concat.py:358(is_valid_na_for)
       10    0.000    0.000    0.000    0.000 concat.py:381(is_na)
      186    0.051    0.000    0.218    0.001 concat.py:402(<listcomp>)
       10    0.000    0.000    0.001    0.000 concat.py:403(get_reindexed_values)
       10    0.000    0.000    0.001    0.000 concat.py:475(_concatenate_join_units)
      186    0.003    0.000    0.547    0.003 concat.py:481(get_result)
       20    0.000    0.000    0.000    0.000 concat.py:487(<genexpr>)
       10    0.000    0.000    0.001    0.000 concat.py:490(<listcomp>)
      125    0.024    0.000    0.116    0.001 concat.py:494(<listcomp>)
       10    0.000    0.000    0.000    0.000 concat.py:528(_dtype_to_na_value)
      186    0.000    0.000    0.000    0.000 concat.py:541(_get_result_dim)
      186    0.001    0.000    0.394    0.002 concat.py:547(_get_new_axes)
      186    0.001    0.000    0.393    0.002 concat.py:549(<listcomp>)
       10    0.000    0.000    0.000    0.000 concat.py:551(_get_empty_dtype)
       61    0.000    0.000    0.035    0.001 concat.py:554(_get_comb_axis)
      186    0.001    0.000    0.357    0.002 concat.py:564(_get_concat_axis)
       20    0.000    0.000    0.000    0.000 concat.py:571(<genexpr>)
      125    0.024    0.000    0.024    0.000 concat.py:571(<listcomp>)
       10    0.000    0.000    0.000    0.000 concat.py:573(<listcomp>)
       10    0.000    0.000    0.000    0.000 concat.py:585(_is_uniform_join_units)
       20    0.000    0.000    0.000    0.000 concat.py:594(<genexpr>)
       20    0.000    0.000    0.000    0.000 concat.py:597(<genexpr>)
        1    0.000    0.000    0.000    0.000 concat.py:598(<listcomp>)
       20    0.000    0.000    0.000    0.000 concat.py:607(<genexpr>)
       20    0.000    0.000    0.000    0.000 concat.py:610(<genexpr>)
      126    0.000    0.000    0.000    0.000 concat.py:615(_maybe_check_integrity)
       10    0.000    0.000    0.000    0.000 concat.py:617(_is_uniform_reindex)
       20    0.000    0.000    0.000    0.000 concat.py:620(<genexpr>)
      126    0.002    0.000    0.326    0.003 concat.py:622(_concat_indexes)
       13    0.000    0.000    0.000    0.000 concat.py:652(_combine_concat_plans)
      251    0.003    0.000    0.376    0.001 concat.py:78(concat_compat)
      186    0.002    0.000    1.388    0.007 concat.py:90(concat)
   189046    0.052    0.000    0.052    0.000 concat.py:99(is_nonempty)
        1    0.000    0.000    0.000    0.000 config.py:1(<module>)
   129944    0.262    0.000    1.764    0.000 config.py:114(_get_option)
       22    0.000    0.000    0.001    0.000 config.py:122(_set_option)
        1    0.000    0.000    0.000    0.000 config.py:191(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:194(__init__)
        1    0.000    0.000    0.000    0.000 config.py:237(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:238(__init__)
   129933    0.179    0.000    1.943    0.000 config.py:242(__call__)
        1    0.000    0.000    0.000    0.000 config.py:392(option_context)
       11    0.000    0.000    0.000    0.000 config.py:404(__init__)
       11    0.000    0.000    0.000    0.000 config.py:412(__enter__)
       11    0.000    0.000    0.000    0.000 config.py:413(<listcomp>)
       11    0.000    0.000    0.000    0.000 config.py:418(__exit__)
       62    0.000    0.000    0.001    0.000 config.py:424(register_option)
        2    0.000    0.000    0.000    0.000 config.py:499(deprecate_option)
   129966    0.130    0.000    0.130    0.000 config.py:547(_select_options)
   129966    0.337    0.000    0.453    0.000 config.py:565(_get_root)
   259897    0.277    0.000    0.277    0.000 config.py:579(_get_deprecated_option)
       22    0.000    0.000    0.000    0.000 config.py:595(_get_registered_option)
   129966    0.074    0.000    0.139    0.000 config.py:606(_translate_key)
   129931    0.119    0.000    0.331    0.000 config.py:618(_warn_if_deprecated)
       48    0.000    0.000    0.000    0.000 config.py:707(config_prefix)
       72    0.000    0.000    0.000    0.000 config.py:737(wrap)
       62    0.000    0.000    0.001    0.000 config.py:738(inner)
        4    0.000    0.000    0.000    0.000 config.py:760(is_type_factory)
       22    0.000    0.000    0.000    0.000 config.py:774(inner)
        5    0.000    0.000    0.000    0.000 config.py:781(is_instance_factory)
        9    0.000    0.000    0.000    0.000 config.py:800(inner)
       16    0.000    0.000    0.000    0.000 config.py:807(is_one_of_factory)
       16    0.000    0.000    0.000    0.000 config.py:809(<listcomp>)
       16    0.000    0.000    0.000    0.000 config.py:810(<listcomp>)
       36    0.000    0.000    0.000    0.000 config.py:812(inner)
        4    0.000    0.000    0.000    0.000 config.py:826(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 config.py:85(OptionError)
   129966    0.404    0.000    1.049    0.000 config.py:96(_get_single_key)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:324(is_terminal)
        2    0.000    0.000    0.000    0.000 config_init.py:366(_deprecate_negative_int_max_colwidth)
        1    0.000    0.000    0.000    0.000 config_init.py:696(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 connector.py:102(ShapeMeta)
        1    0.000    0.000    0.000    0.000 connector.py:114(Shape)
        1    0.000    0.000    0.000    0.000 connector.py:21(Connection)
        1    0.000    0.000    0.001    0.001 connector.py:3(<module>)
        1    0.000    0.000    0.000    0.000 connector.py:34(ConnectorLocking)
        1    0.000    0.000    0.000    0.000 connector.py:44(NonVisualConnectorProperties)
        1    0.000    0.000    0.000    0.000 connector.py:63(ConnectorNonVisual)
        1    0.000    0.000    0.000    0.000 connector.py:78(ConnectorShape)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    0.000    0.000 console.py:53(in_interactive_session)
        1    0.000    0.000    0.000    0.000 console.py:64(check_main)
        1    0.000    0.000    0.000    0.000 console.py:8(get_console_size)
        1    0.000    0.000    0.000    0.000 constants.py:4(<module>)
        2    0.000    0.000    0.001    0.000 construction.py:1(<module>)
